exp interface log记录
[2024-08-16 22:31:55] [Warning]: 获取 远看山有色 的信息时重试超时
[2024-08-16 22:33:32] [Warning]: 获取 shalashaska 的信息时重试超时
[2024-08-16 22:35:08] [Warning]: 获取 Estrella 的信息时重试超时
[2024-08-16 23:45:39] [Warning]: 获取 海绵宝宝 的信息时重试超时
[2024-08-16 23:45:47] [Warning]: 获取 Torocat 的信息时重试超时
[2024-08-16 23:45:57] [Warning]: 获取 海绵宝宝 的信息时重试超时
[2024-08-16 23:45:57] [Warning]: 获取 Torocat 的信息时重试超时
[2024-08-17 00:48:16] [Warning]: 获取 gril62 的信息时重试超时
[2024-08-17 00:48:21] [Warning]: 获取 黑骑士 的信息时重试超时
[2024-08-17 00:48:42] [Warning]: 获取 gril62 的信息时重试超时
[2024-08-17 00:48:42] [Warning]: 获取 黑骑士 的信息时重试超时
[2024-08-17 00:48:53] [Warning]: 获取 黑骑士 的信息时重试超时
[2024-08-17 00:49:05] [Warning]: 获取 gril62 的信息时重试超时
[2024-08-17 20:38:04] [Warning]: 获取 Se1d0m 的信息时重试超时
[2024-08-17 20:38:06] [Warning]: 获取 背影 的信息时重试超时
[2024-08-18 12:20:23] [Warning]: 获取 Rain 的信息时重试超时
[2024-08-18 13:26:32] [Warning]: 获取 Lain 的信息时重试超时
[2024-08-18 14:39:57] [Warning]: 获取 Sir.P 的信息时重试超时
[2024-08-18 18:36:47] [Warning]: 获取 i wanna be kimchi 的信息时重试超时
[2024-08-18 18:37:06] [Warning]: 获取 i wanna be hutao 的信息时重试超时
[2024-08-18 18:37:27] [Warning]: 获取 i wanna be hutao 的信息时重试超时
[2024-08-18 18:37:27] [Warning]: 获取 i wanna be kimchi 的信息时重试超时
[2024-08-18 19:22:21] [Warning]: 获取 一天一吸铁 的信息时重试超时
[2024-08-18 19:24:16] [Warning]: 获取 阿布布布要打我 的信息时重试超时
[2024-08-18 19:24:25] [Warning]: 获取 一天一吸铁 的信息时重试超时
[2024-08-18 20:50:51] [Warning]: 获取 安可 的信息时重试超时
[2024-08-18 20:51:22] [Warning]: 获取 幼猫 的信息时重试超时
[2024-08-18 20:51:24] [Warning]: 获取 release me plz 的信息时重试超时
[2024-08-18 20:51:42] [Warning]: 获取 蘸了酱的咸鱼 的信息时重试超时
[2024-08-18 21:29:49] [Warning]: 获取 阿瑟请坐 的信息时重试超时
[2024-08-18 21:29:59] [Warning]: 获取 小梓アズサ 的信息时重试超时
[2024-08-19 00:26:20] [Warning]: 获取 zHMa 的信息时重试超时
[2024-08-19 00:26:26] [Warning]: 获取 兮 一 丶 的信息时重试超时
[2024-08-19 15:48:26] [Warning]: 获取 Sir.P 的信息时重试超时
[2024-08-19 16:36:17] [Warning]: 获取 Shepherd_Knight 的信息时重试超时
[2024-08-19 16:36:34] [Warning]: 获取 白井七ちゃん 的信息时重试超时
[2024-08-19 16:36:45] [Warning]: 获取 断城 的信息时重试超时
[2024-08-19 17:04:14] [Warning]: 获取 小b 的信息时重试超时
[2024-08-19 20:36:26] [Warning]: 获取 王一鸣实名导管 的信息时重试超时
[2024-08-19 20:37:10] [Warning]: 获取 TwipZihtwH 的信息时重试超时
[2024-08-19 20:37:15] [Warning]: 获取 OMO 的信息时重试超时
[2024-08-19 20:48:50] [Warning]: 获取 HoZMa 的信息时重试超时
[2024-08-19 21:00:31] [Warning]: 获取 i wanna be hutao 的信息时重试超时
[2024-08-19 21:00:42] [Warning]: 获取 ？？？？？ 的信息时重试超时
[2024-08-19 21:01:12] [Warning]: 获取 象铁泥 的信息时重试超时
[2024-08-20 15:36:52] [Warning]: 获取 Dr.Knight 的信息时重试超时
[2024-08-20 16:30:39] [Warning]: 获取 至暗時刻 的信息时重试超时
[2024-08-20 18:02:36] [Warning]: 获取 至暗時刻 的信息时重试超时
[2024-08-20 18:03:00] [Warning]: 获取 至暗時刻 的信息时重试超时
[2024-08-20 18:03:13] [Warning]: 获取 至暗時刻 的信息时重试超时
[2024-08-20 18:04:34] [Warning]: 获取 (S)守 的信息时重试超时
[2024-08-20 19:44:43] [Warning]: 获取 i wanna be kimchi 的信息时重试超时
[2024-08-21 22:06:39] [Warning]: 获取 i wanna be kimchi 的信息时重试超时
[2024-08-22 08:10:58] [Warning]: 获取 小b 的信息时重试超时
[2024-08-22 10:00:33] [Warning]: 获取 小b 的信息时重试超时
[2024-08-22 10:18:01] [Warning]: 获取 小b 的信息时重试超时
[2024-08-22 11:21:35] [Warning]: 获取 et omnia vanitas 的信息时重试超时
[2024-08-22 11:26:21] [Warning]: 获取 小b 的信息时重试超时
[2024-08-22 11:55:50] [Warning]: 获取 小b 的信息时重试超时
[2024-08-22 14:11:54] [Warning]: 获取 excuse 的信息时重试超时
[2024-08-22 15:16:02] [Warning]: 获取 小b 的信息时重试超时
[2024-08-22 15:25:42] [Warning]: 获取 小b 的信息时重试超时
[2024-08-22 16:03:05] [Warning]: 获取 atri 的信息时重试超时
[2024-08-22 16:03:41] [Warning]: 获取 朝歌丨 的信息时重试超时
[2024-08-22 16:03:43] [Warning]: 获取 幸运菜鸟 的信息时重试超时
[2024-08-22 16:04:31] [Warning]: 获取 枳槿鸢尾花 的信息时重试超时
[2024-08-22 16:04:37] [Warning]: 获取 fps_cheng 的信息时重试超时
[2024-08-22 16:04:39] [Warning]: 获取 海边吹过的风 的信息时重试超时
[2024-08-22 16:04:55] [Warning]: 获取 WOW 的信息时重试超时
[2024-08-22 16:04:58] [Warning]: 获取 1012015475 的信息时重试超时
[2024-08-22 16:05:11] [Warning]: 获取 Y咩 的信息时重试超时
[2024-08-22 19:41:00] [Warning]: 获取 RS 的信息时重试超时
[2024-08-22 19:41:05] [Info]: [i wanna be kimchi] Total: 1869, gametime: 1129, rankpoint: 1869, shotgunkills: 167905, smgkills:90238, tankrocks: 626, versuswin: 1067, versustotal: 1932
[2024-08-22 19:41:25] [Info]: [green plum] Total: 2798, gametime: 1568, rankpoint: 2798, shotgunkills: 182211, smgkills:186273, tankrocks: 1393, versuswin: 976, versustotal: 1858
[2024-08-22 19:41:30] [Info]: [Zeus] Total: 56, gametime: 62, rankpoint: 56, shotgunkills: 3484, smgkills:1737, tankrocks: 34, versuswin: 30, versustotal: 56
[2024-08-22 19:41:31] [Info]: [我不是阿米娅] Total: 1444, gametime: 989, rankpoint: 1444, shotgunkills: 122916, smgkills:78489, tankrocks: 877, versuswin: 463, versustotal: 1039
[2024-08-22 19:41:54] [Info]: [浊酒一杯家万里] Total: 1060, gametime: 858, rankpoint: 1060, shotgunkills: 106608, smgkills:80100, tankrocks: 465, versuswin: 702, versustotal: 1592
[2024-08-22 19:41:59] [Info]: [饭圈再无爱豆] Total: 59, gametime: 74, rankpoint: 59, shotgunkills: 5092, smgkills:1647, tankrocks: 21, versuswin: 83, versustotal: 162
[2024-08-22 19:42:12] [Info]: [苦楚] Total: 421, gametime: 736, rankpoint: 421, shotgunkills: 12840, smgkills:26764, tankrocks: 210, versuswin: 257, versustotal: 520
[2024-08-22 19:43:47] [Info]: [Twentynine] Total: 1699, gametime: 1041, rankpoint: 1699, shotgunkills: 86937, smgkills:102155, tankrocks: 1114, versuswin: 451, versustotal: 916
[2024-08-22 19:44:07] [Info]: [冷水鱼] Total: 3066, gametime: 1240, rankpoint: 3066, shotgunkills: 171204, smgkills:119166, tankrocks: 1433, versuswin: 784, versustotal: 1278
[2024-08-22 19:44:16] [Info]: [阳光下的悲伤] Total: 1164, gametime: 830, rankpoint: 1164, shotgunkills: 122943, smgkills:106777, tankrocks: 141, versuswin: 173, versustotal: 385
[2024-08-22 19:44:23] [Info]: [盛夏] Total: 560, gametime: 401, rankpoint: 560, shotgunkills: 34812, smgkills:82495, tankrocks: 155, versuswin: 211, versustotal: 359
[2024-08-22 19:44:43] [Info]: [i wanna be 1Tc] Total: 1045, gametime: 561, rankpoint: 1045, shotgunkills: 72097, smgkills:36897, tankrocks: 633, versuswin: 337, versustotal: 593
[2024-08-22 19:46:46] [Info]: [green plum] Total: 2798, gametime: 1568, rankpoint: 2798, shotgunkills: 182211, smgkills:186273, tankrocks: 1393, versuswin: 976, versustotal: 1858
[2024-08-22 19:46:47] [Info]: [i wanna be 1Tc] Total: 1045, gametime: 561, rankpoint: 1045, shotgunkills: 72097, smgkills:36897, tankrocks: 633, versuswin: 337, versustotal: 593
[2024-08-22 19:46:47] [Info]: [i wanna be kimchi] Total: 1869, gametime: 1129, rankpoint: 1869, shotgunkills: 167905, smgkills:90238, tankrocks: 626, versuswin: 1067, versustotal: 1932
[2024-08-22 19:46:47] [Info]: [阳光下的悲伤] Total: 1164, gametime: 830, rankpoint: 1164, shotgunkills: 122943, smgkills:106777, tankrocks: 141, versuswin: 174, versustotal: 386
[2024-08-22 19:46:47] [Info]: [Zeus] Total: 56, gametime: 62, rankpoint: 56, shotgunkills: 3484, smgkills:1737, tankrocks: 34, versuswin: 30, versustotal: 56
[2024-08-22 19:46:48] [Info]: [RS] Total: 857, gametime: 700, rankpoint: 857, shotgunkills: 80244, smgkills:45831, tankrocks: 315, versuswin: 263, versustotal: 570
[2024-08-22 19:46:48] [Info]: [盛夏] Total: 560, gametime: 401, rankpoint: 560, shotgunkills: 34812, smgkills:82495, tankrocks: 155, versuswin: 211, versustotal: 359
[2024-08-22 19:46:54] [Info]: [我不是阿米娅] Total: 1444, gametime: 989, rankpoint: 1444, shotgunkills: 122916, smgkills:78489, tankrocks: 877, versuswin: 463, versustotal: 1039
[2024-08-22 19:47:14] [Info]: [阿瑟请坐] Total: 2003, gametime: 1094, rankpoint: 2003, shotgunkills: 147451, smgkills:122893, tankrocks: 1085, versuswin: 562, versustotal: 1149
[2024-08-22 19:53:30] [Info]: [应湖] Total: 946, gametime: 892, rankpoint: 946, shotgunkills: 38812, smgkills:74993, tankrocks: 554, versuswin: 664, versustotal: 1290
[2024-08-22 19:56:31] [Info]: [本条枫] Total: 429, gametime: 276, rankpoint: 429, shotgunkills: 32347, smgkills:42940, tankrocks: 162, versuswin: 201, versustotal: 392
[2024-08-22 19:59:56] [Info]: [純粋な可愛いもの] Total: 2711, gametime: 1511, rankpoint: 2711, shotgunkills: 194657, smgkills:182587, tankrocks: 1398, versuswin: 739, versustotal: 1483
[2024-08-22 19:59:56] [Info]: [砂糖白子] Total: 336, gametime: 372, rankpoint: 336, shotgunkills: 19825, smgkills:23710, tankrocks: 162, versuswin: 118, versustotal: 179
[2024-08-22 20:00:39] [Info]: [醉生梦死] Total: 1026, gametime: 1233, rankpoint: 1026, shotgunkills: 86899, smgkills:114810, tankrocks: 519, versuswin: 323, versustotal: 819
[2024-08-22 20:04:26] [Info]: [砂糖白子] Total: 336, gametime: 372, rankpoint: 336, shotgunkills: 19825, smgkills:23710, tankrocks: 162, versuswin: 118, versustotal: 179
[2024-08-22 20:04:27] [Info]: [green plum] Total: 2798, gametime: 1568, rankpoint: 2798, shotgunkills: 182240, smgkills:186310, tankrocks: 1393, versuswin: 976, versustotal: 1858
[2024-08-22 20:04:28] [Info]: [i wanna be 1Tc] Total: 1045, gametime: 561, rankpoint: 1045, shotgunkills: 72097, smgkills:36953, tankrocks: 633, versuswin: 337, versustotal: 593
[2024-08-22 20:04:28] [Info]: [阳光下的悲伤] Total: 1164, gametime: 830, rankpoint: 1164, shotgunkills: 122943, smgkills:106854, tankrocks: 141, versuswin: 174, versustotal: 386
[2024-08-22 20:04:28] [Info]: [盛夏] Total: 561, gametime: 401, rankpoint: 561, shotgunkills: 34812, smgkills:82587, tankrocks: 155, versuswin: 211, versustotal: 359
